date,bw-ic,bw-vc,by-ic,by-vc,hb-ic,hb-vc,hh-ic,hh-vc,he-ic,he-vc,ni-ic,ni-vc,nw-ic,nw-vc,rp-ic,rp-vc,sl-ic,sl-vc,sh-ic,sh-vc,bb-ic,bb-vc,mv-ic,mv-vc,sn-ic,sn-vc,st-ic,st-vc,th-ic,th-vc,be-ic,be-vc,de-ic,de-vc
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,409,301,650,463,11,8,80,64,217,169,150,108,510,381,93,64,49,27,21,16,48,25,7,4,72,48,26,17,59,46,139,116,2541,1857
2020-04-27,378,274,613,443,13,9,82,69,207,156,160,108,463,336,91,61,46,26,22,15,50,22,6,5,52,36,22,15,58,44,146,110,2409,1729
2020-04-28,391,277,648,464,12,8,81,70,205,156,149,98,460,332,84,53,46,27,25,19,51,22,7,6,77,48,24,15,62,43,145,110,2467,1748
2020-04-29,383,271,619,447,14,10,79,67,207,154,147,98,474,338,84,53,49,29,25,19,39,19,6,5,75,47,25,14,58,43,131,105,2415,1719
2020-04-30,372,259,568,419,13,9,81,66,201,140,147,90,439,309,73,49,43,30,21,16,38,17,7,5,74,46,21,12,57,42,125,96,2280,1605
2020-05-01,354,248,550,402,15,9,80,66,188,140,134,86,427,301,69,43,40,28,19,14,37,18,6,4,72,47,17,12,56,37,125,94,2189,1549
2020-05-02,377,265,527,382,13,8,74,60,184,136,123,83,384,284,66,37,35,26,19,14,35,17,4,3,70,46,18,12,53,36,123,99,2105,1508
2020-05-03,344,249,472,346,8,5,72,62,178,141,125,88,374,271,63,38,34,25,19,11,30,15,4,3,66,43,15,9,49,34,126,101,1979,1441
2020-05-04,361,254,459,334,6,5,70,58,179,138,123,84,362,260,55,34,34,21,16,10,28,14,4,3,64,43,15,10,46,31,127,97,1949,1396
2020-05-05,353,221,465,332,10,7,68,55,177,131,110,79,364,266,56,31,31,20,18,12,27,15,4,3,64,41,18,9,48,30,124,94,1937,1346
2020-05-06,309,203,465,321,9,6,68,54,175,119,103,74,359,264,57,32,35,21,19,13,29,24,5,3,66,37,20,9,46,32,119,99,1884,1311
2020-05-07,286,186,448,300,10,7,64,53,161,112,125,70,349,258,57,30,28,20,15,12,30,12,4,2,61,36,19,9,42,30,124,93,1823,1230
2020-05-08,268,183,436,287,11,7,64,53,138,102,98,67,339,245,47,28,24,19,12,11,24,11,4,2,62,34,18,9,42,32,125,95,1712,1185
2020-05-09,249,166,421,271,14,8,60,51,135,99,101,67,334,234,49,30,12,10,13,12,22,11,4,2,63,33,18,9,40,27,115,91,1650,1121
2020-05-10,236,151,390,254,9,7,65,52,138,99,100,63,306,228,44,27,23,16,12,9,25,13,3,1,62,30,19,9,41,27,108,87,1581,1073
2020-05-11,252,156,383,251,8,7,58,49,131,96,100,64,317,232,42,27,24,14,13,9,26,13,3,1,59,29,19,8,40,25,101,82,1576,1063
2020-05-12,242,146,380,255,13,9,56,44,121,87,93,61,309,214,43,25,26,13,11,9,24,13,4,1,61,31,16,8,39,25,101,79,1539,1020
2020-05-13,220,137,364,241,12,7,50,41,116,84,95,60,282,202,48,22,25,17,10,8,29,13,5,1,59,30,15,9,35,22,100,80,1465,974
2020-05-14,194,123,318,224,6,3,46,38,111,76,78,57,269,186,38,19,34,15,8,6,28,12,4,2,58,28,16,7,33,20,88,76,1329,892
2020-05-15,213,113,314,217,9,4,43,35,107,74,72,49,258,174,30,18,20,10,8,6,24,9,5,2,55,27,15,7,35,20,86,73,1294,838
2020-05-16,196,117,292,205,10,6,42,34,104,73,66,49,225,162,30,18,18,11,10,7,28,11,5,2,54,30,14,7,35,22,74,67,1203,821
2020-05-17,188,118,279,196,8,5,42,33,101,70,73,49,219,156,29,17,17,10,10,7,21,10,5,2,52,28,14,6,35,22,73,68,1166,797
2020-05-18,193,113,260,178,4,4,41,32,103,72,66,44,215,146,30,18,16,7,10,6,22,9,5,2,50,25,13,6,34,20,71,65,1133,747
2020-05-19,180,113,270,181,6,5,44,30,103,65,56,37,207,138,25,16,17,8,10,6,21,9,5,2,51,18,12,6,31,16,77,66,1115,716
2020-05-20,175,111,242,165,8,5,38,26,97,65,52,35,198,126,24,15,14,7,10,7,23,11,6,2,48,16,9,5,32,14,69,62,1045,672
2020-05-21,161,97,244,169,9,5,34,26,92,63,56,32,187,123,32,19,14,6,9,6,23,9,5,2,45,15,9,5,33,14,63,60,1016,651
2020-05-22,164,96,207,141,8,5,32,25,94,58,55,30,175,115,23,15,15,5,11,6,19,8,5,2,50,17,13,6,33,13,61,55,965,597
2020-05-23,151,83,217,144,8,5,27,22,88,57,58,33,162,113,20,14,12,3,11,6,16,7,3,1,45,15,8,6,31,13,62,56,919,578
2020-05-24,148,75,209,144,6,3,26,22,91,57,47,29,159,111,19,13,13,3,11,6,15,8,2,1,46,18,7,5,30,12,60,55,889,562
2020-05-25,141,74,210,146,8,5,25,21,90,54,44,27,148,99,18,13,13,3,12,6,17,7,2,1,47,18,6,5,29,12,63,56,873,547
2020-05-26,130,71,206,136,5,4,22,18,76,52,44,27,143,101,19,12,8,5,9,4,18,6,2,1,44,17,5,5,25,12,65,54,821,525
2020-05-27,120,73,193,127,8,5,21,18,73,46,43,23,137,92,23,13,7,3,9,3,13,4,2,1,39,16,4,4,22,11,49,43,763,482
2020-05-28,115,61,188,117,8,5,21,18,70,43,39,23,138,90,22,12,7,2,7,3,12,3,2,1,40,16,4,4,20,9,51,44,744,451
2020-05-29,119,60,177,110,10,6,22,19,61,31,41,26,136,86,14,9,7,2,9,4,11,2,2,1,37,14,6,6,20,6,57,44,729,426
2020-05-30,120,65,171,111,9,5,21,19,65,32,42,27,139,78,11,7,6,4,7,3,12,2,2,1,33,14,7,6,17,6,58,41,720,421
2020-05-31,115,58,163,109,6,4,22,19,61,28,45,28,136,79,12,5,6,4,6,3,11,2,2,1,34,15,7,6,20,7,56,42,702,410
2020-06-01,114,56,156,98,5,4,22,19,61,30,43,24,116,68,17,7,9,5,6,3,10,2,2,1,32,14,9,6,18,4,57,44,677,385
2020-06-02,108,50,169,94,6,4,21,19,61,30,46,25,113,67,16,8,10,3,5,3,10,2,2,1,33,12,10,6,19,6,60,48,689,378
2020-06-03,91,47,154,85,5,4,20,18,51,28,43,25,115,68,11,6,7,3,5,2,7,1,2,1,31,13,8,6,19,6,63,47,632,360
2020-06-04,85,40,141,87,5,2,19,16,44,28,40,22,106,62,11,6,8,3,6,2,7,1,2,1,33,13,8,6,15,6,70,46,600,341
2020-06-05,92,42,132,77,6,3,19,16,43,27,37,23,104,65,12,8,7,3,5,1,9,2,2,1,33,14,9,7,16,6,69,44,595,339
2020-06-06,87,41,119,77,6,3,19,16,45,27,43,23,105,65,13,9,8,4,4,0,9,2,1,1,31,13,8,7,15,6,63,43,576,337
2020-06-07,85,39,121,75,7,4,19,16,44,25,44,27,106,65,11,10,7,3,5,0,5,0,2,1,30,9,9,7,14,6,59,43,568,330
2020-06-08,88,40,109,73,6,3,19,16,47,25,43,26,89,62,12,9,7,2,3,0,6,0,2,1,29,7,9,6,11,6,60,40,540,316
2020-06-09,83,36,115,73,9,5,19,16,41,26,43,32,83,60,11,10,8,2,2,0,4,0,3,2,31,9,8,4,14,7,59,38,533,320
2020-06-10,80,35,99,68,8,5,18,16,40,26,44,27,78,52,10,7,7,2,2,0,4,0,3,2,30,9,6,3,12,5,51,36,492,293
2020-06-11,75,34,91,65,5,3,18,16,39,26,35,24,78,49,12,7,7,2,1,0,3,0,3,2,30,8,7,4,11,5,48,36,463,281
2020-06-12,75,34,83,60,6,3,16,14,35,26,32,26,77,48,10,5,8,2,1,0,3,0,2,1,29,10,6,4,13,5,51,36,447,274
2020-06-13,77,35,85,58,6,3,15,12,35,25,34,24,76,45,8,4,5,2,2,1,3,0,2,1,29,10,7,4,12,6,44,32,440,262
2020-06-14,75,32,81,60,3,2,14,11,32,24,29,22,73,42,10,5,6,2,2,1,3,0,2,1,29,9,6,4,10,5,47,36,422,256
2020-06-15,71,35,86,62,7,3,13,11,32,25,31,22,74,42,8,6,6,2,3,1,4,0,2,1,29,9,6,4,9,4,44,35,425,262
2020-06-16,73,34,82,60,5,4,13,11,31,24,36,22,68,43,8,6,6,1,1,0,5,0,2,1,31,11,6,4,6,2,46,35,419,258
2020-06-17,69,31,68,52,5,4,13,12,31,25,36,21,72,46,7,6,7,2,1,0,4,1,2,1,33,11,6,4,5,1,47,35,406,252
2020-06-18,65,28,64,49,4,2,13,11,32,25,36,20,72,43,7,6,5,2,1,0,3,0,2,1,33,10,6,4,5,1,48,38,396,240
2020-06-19,60,28,62,43,7,3,13,11,27,21,35,22,66,38,9,6,6,3,0,0,2,0,2,1,32,10,6,4,4,1,45,36,376,227
2020-06-20,54,28,53,41,7,3,11,10,26,21,34,19,64,33,10,6,5,3,1,0,3,1,2,1,35,10,5,4,5,1,46,38,361,219
2020-06-21,60,27,48,30,7,3,11,10,26,20,25,17,62,33,8,5,5,3,1,0,2,1,2,1,32,9,4,3,4,1,45,35,342,198
2020-06-22,61,28,44,29,4,3,11,10,26,19,26,17,72,37,6,4,6,3,0,0,3,1,2,1,32,9,5,3,5,2,46,35,349,201
2020-06-23,60,28,47,28,4,3,12,9,26,18,21,14,70,39,5,4,6,3,0,0,4,2,2,1,32,9,4,3,6,2,38,31,337,194
2020-06-24,57,25,47,26,4,3,11,9,27,17,22,13,70,38,7,5,6,2,0,0,3,2,2,1,34,9,4,3,5,2,32,27,331,182
2020-06-25,58,25,50,28,4,3,12,8,29,15,26,19,82,47,8,4,7,1,0,0,5,1,2,1,35,12,4,3,5,2,33,27,360,196
2020-06-26,64,24,51,31,4,3,9,8,28,18,27,19,83,46,8,4,4,1,0,0,2,1,2,1,37,12,4,3,5,2,36,25,364,198
2020-06-27,62,20,46,26,6,4,8,8,27,17,20,17,80,47,9,4,4,1,0,0,3,2,2,1,35,11,4,3,6,3,33,24,345,188
2020-06-28,59,21,44,25,6,4,8,8,26,17,21,17,79,49,8,4,3,1,0,0,5,2,2,1,35,11,4,3,6,3,32,23,338,189
2020-06-29,54,18,45,27,4,4,8,8,26,17,23,16,76,48,9,4,3,1,0,0,5,2,2,1,35,10,3,2,5,2,34,23,332,183
2020-06-30,53,16,48,26,5,4,8,7,25,17,22,14,77,46,9,4,4,2,1,0,6,3,3,1,33,7,3,2,4,1,36,24,337,174
2020-07-01,54,16,49,27,4,4,8,6,25,16,17,11,70,45,10,4,4,2,1,0,6,3,2,1,34,8,3,2,4,1,38,24,329,170
2020-07-02,59,19,43,20,5,5,9,6,23,14,15,10,79,42,10,4,3,1,1,0,4,2,2,1,35,9,3,2,4,1,32,24,327,160
2020-07-03,54,20,37,20,6,6,9,6,20,13,17,9,79,43,9,4,4,1,1,0,6,1,2,1,33,9,3,2,3,1,35,25,318,161
2020-07-04,61,21,40,21,5,5,8,6,21,12,21,9,77,43,7,3,4,1,0,0,4,1,2,0,33,9,3,2,3,1,33,25,322,159
2020-07-05,51,17,35,20,5,4,9,6,23,12,17,9,72,39,7,3,4,1,0,0,4,1,2,0,31,9,3,2,3,1,32,25,298,149
2020-07-06,55,17,35,18,5,4,8,6,23,12,18,9,68,39,7,3,4,0,0,0,4,2,2,0,30,8,3,1,3,1,40,25,305,145
2020-07-07,54,16,32,17,5,4,7,6,22,11,21,11,71,41,7,5,4,0,0,0,3,2,1,0,29,7,3,1,5,1,34,22,298,144
2020-07-08,47,17,34,17,4,4,7,6,22,12,18,9,78,42,6,3,5,0,0,0,3,1,1,0,27,6,3,1,5,1,32,22,292,141
2020-07-09,48,16,29,17,4,4,7,5,20,11,17,8,67,39,5,2,3,0,0,0,4,2,0,0,27,6,2,1,5,1,37,21,275,133
2020-07-10,47,17,33,17,4,4,7,6,21,11,17,9,67,34,5,2,3,0,0,0,5,2,0,0,29,7,3,1,5,1,32,21,278,132
2020-07-11,41,17,29,18,3,3,8,6,17,9,14,8,65,34,5,2,3,0,0,0,5,2,0,0,29,7,2,1,4,1,27,19,252,127
2020-07-12,40,17,29,18,3,3,8,6,17,9,16,9,66,32,6,2,3,0,0,0,5,2,0,0,29,7,2,0,4,1,25,19,253,125
2020-07-13,42,17,34,17,3,3,10,6,18,8,22,10,67,38,4,1,3,0,0,0,5,2,0,0,29,7,2,1,4,1,21,19,264,130
2020-07-14,47,19,28,15,3,3,11,6,22,7,15,7,69,39,5,2,3,0,1,0,5,2,0,0,28,5,2,1,4,1,23,18,266,125
2020-07-15,46,20,31,15,3,3,9,6,18,6,16,7,59,36,6,2,1,0,0,0,3,1,0,0,29,5,1,1,4,1,22,17,248,120
2020-07-16,44,18,31,15,3,3,9,6,24,9,16,9,59,35,6,1,2,0,0,0,3,1,0,0,30,5,1,1,4,1,23,17,255,121
2020-07-17,43,17,25,16,5,4,10,6,21,10,16,7,63,33,5,1,3,0,1,1,2,1,0,0,29,5,1,1,4,1,21,15,249,118
2020-07-18,46,15,25,15,5,4,10,6,20,10,17,8,64,32,5,1,0,0,1,1,2,1,0,0,28,5,1,1,4,1,19,16,247,116
2020-07-19,47,18,26,13,7,6,11,6,18,9,14,8,61,29,7,1,0,0,1,1,2,1,0,0,28,5,1,1,2,1,24,17,249,116
2020-07-20,46,18,30,15,5,4,11,6,18,10,14,8,60,32,8,2,0,0,2,2,3,1,0,0,27,4,1,1,2,1,19,16,246,120
2020-07-21,49,20,25,15,5,5,11,5,16,10,20,9,66,32,6,1,0,0,2,2,3,1,0,0,27,4,1,1,2,1,21,16,254,122
2020-07-22,46,21,29,18,4,4,11,5,18,10,20,10,64,32,6,1,0,0,2,2,2,1,0,0,27,5,1,1,2,1,18,16,250,127
2020-07-23,46,22,24,16,4,4,9,5,17,10,17,9,56,35,7,1,0,0,2,2,2,0,3,0,27,5,1,1,2,1,22,16,239,127
2020-07-24,47,20,24,15,4,4,8,4,14,10,16,7,59,31,9,3,1,0,4,2,2,0,0,0,27,5,2,2,2,1,18,15,237,119
2020-07-25,52,22,28,16,4,4,7,4,18,10,18,7,59,32,7,4,0,0,4,4,1,0,0,0,26,4,3,3,4,1,18,15,249,126
2020-07-26,51,21,32,17,4,3,8,4,18,10,20,8,67,33,7,5,0,0,5,5,3,1,0,0,27,4,3,3,5,1,19,15,269,130
2020-07-27,49,22,31,18,4,3,8,4,21,10,15,9,64,36,8,4,0,0,5,3,2,1,1,0,27,4,3,3,5,1,18,15,261,133
2020-07-28,44,17,32,17,5,3,8,4,21,10,17,8,63,36,8,6,0,0,7,3,2,1,0,0,26,4,3,3,4,0,18,14,258,126
2020-07-29,44,18,36,19,5,3,9,4,19,9,16,8,69,38,7,5,0,0,9,4,1,1,0,0,25,4,3,3,3,0,15,14,261,130
2020-07-30,44,19,35,18,5,3,9,5,22,8,17,10,70,37,7,5,0,0,7,4,1,1,0,0,25,5,3,3,3,0,18,14,266,132
2020-07-31,46,20,29,16,5,3,9,5,25,11,22,9,69,33,5,4,0,0,6,3,1,1,0,0,27,5,2,2,3,0,16,13,265,125
